,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0,0.904133131,0.00178341,0.00178341,0.0017791,0.001779036,0.00175994,0.001615966,0.001614843,0.001612096,0.001483789,0.001483789,0.001483789,0.001482428,0.001481974,0.001481199,0.001481199,0.001481199,0.001481081,0.001480706,0.001480728,0.00148052,0.001480151,0.001479877,0.001479844,0.001479721,0.001479654,0.001479549,0.001479427,0.001479337,0.0014793,0.001479225,0.001479078,0.001479021,0.001588215,0.001456888,0.001456351,0.00134087,0.001337802,0.001337525,0.001337103,0.001320113,0.001213413,0.001212904,0.001212638,0.001211321,0.001210881,0.001209414,0.001208766,0.001198211,0.001419364,0.001093613,0.001092397,0.000990444,0.001075341,0.000977424,0.000976033,0.000969609,0.001055313,0.000810437,0.000883322,0.000882964,0.000808438,0.0009606,0.000875776,0.000733597,0.000733052,0.000661106,0.00078511,0.000598324,0.00065056,0.000589939,0.00053871,0.000531712,0.000443012,0.000580587,0.000443141,0.00048123,0.000363329,0.000393992,0.000393477,0.000392865,0.000199253,0.000195261,0.000193793,0.00028153,0.000120852,0.000187028,0.000138329,7.79E-05,4.31E-05,4.26E-05,4.22E-05,2.16E-05,1.77E-05,4.22E-06
1,0.903478016,0.001988464,0.001821971,0.00151536,0.00151536,0.00151536,0.001515343,0.001515343,0.001514323,0.001513501,0.001513501,0.001513501,0.001512926,0.001512799,0.001512666,0.001512797,0.001512304,0.001512258,0.001512035,0.00151191,0.00151186,0.001511931,0.001511758,0.001511734,0.001511639,0.001511492,0.001511441,0.001511391,0.001511282,0.001511224,0.001759382,0.001489168,0.001489492,0.001489251,0.001373202,0.001372019,0.001369979,0.001366866,0.001366695,0.001366331,0.001348368,0.001240722,0.0012391,0.001238981,0.001238061,0.001237191,0.001235707,0.00123546,0.001327591,0.001119521,0.00111738,0.00111637,0.001018362,0.001011394,0.000990894,0.000831021,0.000829506,0.00082886,0.000901993,0.000900012,0.000825796,0.000981199,0.001175532,0.00107075,0.000750659,0.00074436,0.00081158,0.000618757,0.000612461,0.000662539,0.00055419,0.000501711,0.000655745,0.000452426,0.000452212,0.000492252,0.000409496,0.000444906,0.000586759,0.000586229,0.000334426,0.00052182,0.000166373,0.000198198,0.000164048,0.0003158,7.47E-05,5.48E-05,5.47E-05,6.47E-05,2.08E-05,1.69E-05,1.83E-05,1.80E-05,2.44E-06
2,0.901958531,0.001958531,0.001958531,0.001774007,0.001772641,0.001627307,0.001627307,0.001625924,0.001625815,0.001625122,0.001625122,0.001625122,0.001624693,0.001624323,0.00162423,0.001624258,0.001623745,0.001623658,0.001623511,0.001623453,0.00162334,0.001623427,0.001623255,0.001623279,0.001623103,0.001622965,0.001623021,0.001622885,0.001622784,0.001622733,0.001599788,0.001470976,0.001470863,0.001467689,0.001467468,0.001467005,0.001332407,0.001330075,0.001329927,0.001330086,0.001328686,0.001328487,0.001328323,0.001326784,0.001326166,0.00131432,0.001204829,0.001202095,0.001199786,0.001198449,0.001086016,0.00107231,0.001070856,0.0009818,0.000889724,0.000888795,0.000886445,0.000884772,0.00080634,0.000805726,0.000804106,0.000803731,0.000799107,0.000797334,0.00072795,0.00072462,0.000657523,0.000715282,0.000656022,0.000594231,0.000647275,0.000590914,0.000485566,0.000485602,0.000485384,0.000440188,0.000439429,0.00047791,0.000359808,0.000359404,0.000358668,0.000218127,0.000178294,0.000176938,0.000176118,0.000132289,8.01E-05,5.88E-05,4.90E-05,2.74E-05,2.23E-05,1.81E-05,1.36E-05,1.34E-05,1.82E-06
3,0.905425138,0.001896452,0.001891023,0.001738426,0.001737904,0.00171308,0.001568382,0.001446646,0.001446646,0.001446646,0.001446708,0.001446708,0.001444706,0.001444706,0.001444706,0.001444616,0.001444172,0.001443941,0.001443957,0.001443507,0.001443531,0.00144334,0.001443187,0.001443199,0.001443102,0.001443163,0.001443156,0.001442919,0.001442818,0.001442837,0.001442781,0.001442636,0.001442581,0.001311133,0.0014215,0.001421579,0.001310021,0.001420651,0.001308074,0.001304873,0.001184709,0.001529864,0.001182635,0.001182005,0.001181184,0.001179485,0.001179069,0.001280978,0.00116759,0.001071756,0.001068803,0.001066645,0.001160406,0.001384724,0.001252532,0.001251763,0.000950488,0.0010362,0.000793498,0.000792163,0.00078836,0.00078664,0.000715427,0.000710414,0.000708683,0.000647923,0.00084485,0.000644759,0.000584882,0.000766289,0.000529372,0.000525927,0.00047929,0.000432087,0.000431958,0.000565875,0.000391059,0.000424646,0.000558841,0.00038506,0.000319505,0.000409986,0.000228914,0.000189106,0.000188265,0.000365208,0.000102941,9.15E-05,9.15E-05,4.23E-05,4.15E-05,2.32E-05,5.49E-05,1.43E-05,2.81E-06
4,0.901994744,0.001660173,0.001660173,0.001660173,0.001660098,0.001660098,0.00165877,0.001658806,0.001658076,0.001658076,0.001658076,0.001657486,0.001657137,0.00165714,0.001657204,0.001656521,0.001656396,0.001656373,0.001656244,0.001656346,0.001656194,0.001656205,0.001656026,0.001655906,0.001655931,0.001655791,0.001655701,0.001655638,0.001504389,0.001503005,0.001500627,0.001500708,0.001497415,0.001497227,0.001496754,0.001478344,0.001359067,0.001356836,0.001356875,0.001357055,0.001356207,0.001355672,0.001355247,0.0013553,0.001353694,0.001353076,0.0012262,0.001224142,0.001222712,0.001115333,0.001107871,0.001001721,0.000909953,0.000908489,0.000907471,0.000906864,0.000904466,0.000902709,0.000822484,0.000821659,0.000820487,0.000820105,0.000815297,0.000742525,0.000739276,0.000677389,0.000670625,0.000729611,0.000669313,0.000606416,0.000602947,0.000549431,0.000495382,0.000495264,0.000494993,0.000538627,0.000448976,0.000405725,0.000440959,0.000366692,0.000365988,0.000222596,0.000218407,0.000217061,0.000149819,0.000135001,8.17E-05,5.99E-05,5.01E-05,3.34E-05,2.27E-05,1.84E-05,1.39E-05,1.37E-05,2.23E-06
5,0.914161887,0.00149114,0.00136779,0.00136779,0.00136779,0.001367845,0.001367845,0.001622758,0.00162204,0.001366595,0.001363937,0.001363947,0.001363478,0.001239193,0.001139232,0.001138536,0.001138536,0.001138536,0.001138973,0.001138444,0.001138239,0.00113802,0.001347219,0.001138011,0.001236887,0.001137774,0.001137194,0.00113714,0.001137296,0.001137311,0.00113694,0.001136896,0.001136996,0.001136717,0.001136654,0.001469626,0.001233469,0.001031052,0.001028148,0.00102771,0.001118516,0.001333063,0.00111789,0.001116452,0.001116785,0.00093103,0.000929698,0.000929003,0.001011341,0.001007288,0.001315022,0.000841316,0.000914196,0.001085953,0.000900087,0.000688637,0.000983203,0.000897034,0.000982695,0.000980447,0.001181644,0.000623827,0.001069994,0.000620105,0.000675741,0.000671226,0.000968899,0.000613052,0.000664158,0.00060213,0.000657678,0.000417688,0.000414251,0.000716367,0.000952778,0.000592593,0.000785036,0.000490762,0.000402497,0.000777847,0.000641031,0.000438285,0.000265552,0.00031803,0.000215799,0.000235103,0.000173409,0.000155869,0.00012824,0.000104706,0.000348272,0.000286304,0.000115943,4.29E-05,7.02E-06
6,0.902302234,0.001931065,0.001931065,0.001931065,0.00174919,0.00174789,0.001604694,0.001604694,0.00160335,0.001603194,0.001602477,0.001602477,0.001602477,0.001602055,0.001601704,0.001601657,0.001601625,0.001601124,0.001601035,0.001600914,0.001600784,0.001600831,0.001600805,0.001600683,0.001600682,0.001600485,0.00160037,0.001600404,0.001600274,0.001600171,0.00160012,0.001450594,0.001450437,0.001447295,0.001447023,0.001446567,0.001314024,0.001311756,0.001311533,0.001311606,0.001310248,0.001310108,0.001309875,0.001308299,0.001307696,0.001295999,0.001188169,0.001185539,0.001183129,0.001181803,0.001070991,0.001057442,0.001055995,0.001054699,0.000968229,0.000876549,0.000874212,0.000872472,0.000795253,0.000794666,0.000793009,0.000792632,0.000788012,0.000786381,0.000717993,0.00077929,0.000714655,0.000646973,0.000705318,0.000586114,0.000638273,0.000582712,0.000478894,0.000478933,0.0004787,0.000434212,0.000433446,0.000471283,0.000425761,0.000425038,0.00035492,0.000258155,0.000175971,0.000252105,0.000174508,0.000130534,0.000114185,6.98E-05,6.97E-05,2.70E-05,3.17E-05,2.58E-05,1.61E-05,1.59E-05,2.15E-06
7,0.915929282,0.001510049,0.001385301,0.001645536,0.001381939,0.001381457,0.001381457,0.00115364,0.00115364,0.00115364,0.00115351,0.00115351,0.001153161,0.001151986,0.001151986,0.001151986,0.001151921,0.001151749,0.001151504,0.001151457,0.001150855,0.001150738,0.001150772,0.001151099,0.001150731,0.001150593,0.001150555,0.001150457,0.001150451,0.001150367,0.001150253,0.001362212,0.001363428,0.001962572,0.001045542,0.001044761,0.001043341,0.001040913,0.001040532,0.00104035,0.000944779,0.000944257,0.000943415,0.000943053,0.000941995,0.000940607,0.000941072,0.001020126,0.000855537,0.000853304,0.00121725,0.000850801,0.000776525,0.001460675,0.000770941,0.000910601,0.000759353,0.00075758,0.000754346,0.000825248,0.000686045,0.000627772,0.000684288,0.001312687,0.000745246,0.000982587,0.000743008,0.000566572,0.000473115,0.000467024,0.000732263,0.000422619,0.001068988,0.000458816,0.000878841,0.000599814,0.000542707,0.001172142,0.000450527,0.000593353,0.000962469,0.000367984,0.001054434,0.000321847,0.000389534,0.000263992,8.23E-05,8.82E-05,8.80E-05,0.000352599,5.88E-05,5.86E-05,5.31E-05,3.57E-05,3.27E-06
8,0.950293208,0.000708824,0.000708419,0.000708433,0.000707988,0.000707691,0.000707074,0.000706742,0.000593087,0.000593087,0.000593087,0.000592594,0.000592594,0.00059153,0.000591022,0.000591022,0.000591022,0.000591297,0.0005908,0.000590957,0.000591289,0.000590469,0.000590404,0.000590512,0.00059059,0.000590307,0.000590277,0.000590191,0.000590152,0.000642873,0.000538313,0.000535485,0.000535988,0.000697464,0.000697024,0.000534947,0.000534003,0.000533736,0.000581377,0.000580649,0.000759829,0.000579349,0.000577636,0.00048446,0.000484324,0.000483428,0.000482331,0.000830146,0.000574768,0.000440641,0.000522627,0.000436667,0.000565435,0.000427821,0.000563178,0.000561994,0.000614909,0.000464629,0.000989781,0.00050948,0.000324061,0.000322062,0.000612774,0.000294499,0.000293433,0.000348128,0.001325119,0.000318904,0.000501694,0.00041551,0.001196392,0.000312648,0.000216975,0.000981247,0.000215083,0.00088824,0.000369852,0.000492536,0.00036765,0.000331811,0.000189569,0.000274525,0.000137753,0.000199476,0.001191143,0.000135052,0.000179205,0.000292729,0.0003245,0.000120268,6.61E-05,0.000913556,0.000367497,4.02E-05,9.83E-06
9,0.901959946,0.001959946,0.001775433,0.001771595,0.001628774,0.001628774,0.001628774,0.001627313,0.001627122,0.001626429,0.001626429,0.001626429,0.001626018,0.001625538,0.001625506,0.001625564,0.001625136,0.001624903,0.001624754,0.001624758,0.001624655,0.001624732,0.001624604,0.001624584,0.001624408,0.00162427,0.001624325,0.001624215,0.001624089,0.001624037,0.001603907,0.001474774,0.001472044,0.001468869,0.001468648,0.001468184,0.001450231,0.001331193,0.001331192,0.001331175,0.001330605,0.001329775,0.001329647,0.001329391,0.001327849,0.001327232,0.001315414,0.001202997,0.00120075,0.001199383,0.001086856,0.001073097,0.000982612,0.000970015,0.00089144,0.000890487,0.000889508,0.000887221,0.000885477,0.000806462,0.000804914,0.000804446,0.000799759,0.000798,0.00072855,0.000791009,0.0007252,0.00071595,0.000656573,0.000594724,0.000591389,0.000539146,0.000486025,0.000485916,0.000485666,0.000529301,0.000439731,0.000398088,0.00036009,0.000359723,0.000358991,0.000218319,0.000178473,0.000177103,0.000176284,0.000132393,8.01E-05,4.91E-05,4.90E-05,2.74E-05,2.23E-05,1.51E-05,1.63E-05,1.34E-05,1.82E-06
