,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
0,0.902240086,0.001304431,0.001107962,0.001107962,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.000951169,0.001101056,0.000944043,0.000944043,0.000932206,0.000932206,0.000790769,0.000790769,0.000790769,0.000790151,0.00078961,0.00078512,0.000674964,0.000674964,0.000674964,0.000671591,0.000671591,0.000671591,0.000669842,0.000669842,0.000669842,0.000669842,0.000669842,0.000668276,0.000667956,0.000667887,0.000912841,0.00077498,0.000774611,0.000663425,0.000663771,0.000907772,0.0009074,0.000771304,0.000770807,0.00065808,0.000769709,0.000657148,0.000655892,0.000768404,0.000655271,0.000768181,0.000654639,0.000652302,0.000560997,0.000653229,0.000652641,0.000557476,0.000650009,0.00055703,0.000763653,0.000555952,0.000759931,0.000644929,0.000550393,0.000549231,0.000470364,0.000470364,0.000470364,0.000547017,0.000547479,0.000546241,0.000641902,0.000468247,0.000546249,0.000467376,0.000542419,0.00054198,0.000461168,0.000540925,0.000460579,0.000893061,0.000634308,0.00063452,0.000634503,0.000392448,0.000391974,0.000456442,0.000390629,0.000455808,0.000455898,0.000454648,0.000455972,0.000632492,0.000454719,0.000454288,0.000749189,0.000386223,0.000452421,0.000384949,0.000628713,0.000384833,0.000384833,0.000328687,0.000450545,0.000528802,0.000447982,0.000379062,0.000378967,0.000379325,0.000322896,0.000322245,0.000623615,0.000443424,0.000320245,0.000443916,0.000375303,0.00052386,0.000622446,0.000523521,0.000267717,0.000267734,0.000225073,0.000518681,0.000223447,0.000262696,0.000223667,0.000222279,0.000221544,0.000307712,0.000308137,0.0002207,0.00018631,0.000217878,0.000511771,0.000256706,0.000155195,0.000358542,0.000214679,0.000253547,0.000214268,0.000181484,0.000212022,0.000178921,0.000178659,0.000178058,0.000210795,0.000249648,0.000248347,0.000296253,0.000147601,0.000247229,0.000174332,8.97E-05,0.000122945,7.41E-05,0.00017007,7.17E-05,0.000169269,0.000118514,8.27E-05,4.94E-05
1,0.901397158,0.001397158,0.001397158,0.001397158,0.001397158,0.001159603,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000998246,0.000990822,0.000990822,0.000990822,0.000989627,0.000989627,0.000987735,0.000987735,0.000987735,0.000984485,0.000984017,0.000983894,0.000961904,0.000829743,0.000829743,0.000829743,0.000829206,0.000828541,0.000823133,0.000822129,0.000822129,0.000821823,0.000819474,0.000819246,0.000695563,0.000695357,0.000694609,0.000694609,0.000688904,0.000689474,0.000688218,0.000687131,0.000687131,0.000687131,0.000686577,0.000685503,0.000685524,0.000684819,0.000684682,0.000683749,0.000682564,0.00068141,0.000577725,0.000577049,0.000577093,0.00057598,0.000575503,0.000574105,0.00057313,0.000573189,0.000572144,0.000572526,0.000572256,0.000571685,0.000571722,0.000570955,0.000570117,0.00057018,0.000569048,0.000567951,0.000567778,0.000566574,0.000565112,0.000564929,0.000564929,0.000482079,0.000481086,0.000480199,0.000478023,0.000477474,0.000477283,0.0004776,0.00047681,0.000477609,0.000476847,0.000476794,0.000475738,0.000475637,0.000474377,0.000473826,0.000473596,0.000404349,0.000472122,0.000554473,0.000472672,0.000403326,0.00047087,0.000401794,0.000470251,0.000400096,0.000396937,0.000396978,0.000396172,0.000462945,0.00039307,0.000335528,0.000392996,0.000335072,0.000335068,0.000334945,0.000391686,0.000332961,0.000330883,0.000330205,0.000329958,0.000386837,0.000327714,0.000326572,0.00027641,0.000383779,0.000325181,0.000324278,0.000275221,0.000274313,0.000232802,0.000232392,0.00023037,0.000230168,0.000229094,0.000319086,0.000228563,0.000227274,0.000192784,0.000190582,0.000189042,0.000160735,0.000188808,0.00016017,0.000187283,0.000134635,0.000158058,0.000134032,0.000133629,0.000133539,0.000112651,0.000130947,9.46E-05,0.000130572,0.000110389,0.00011015,0.000129507,9.25E-05,9.14E-05,0.000107193,7.55E-05,6.38E-05,6.26E-05,6.25E-05,6.15E-05,5.14E-05
2,0.901241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001241022,0.001031538,0.001031538,0.001031538,0.001030869,0.001029846,0.000873539,0.000873539,0.000873539,0.000872572,0.000872572,0.000870717,0.000870717,0.000870717,0.000869371,0.000869371,0.000869371,0.000869371,0.000869371,0.000867331,0.000866918,0.000866836,0.000862314,0.000862015,0.000861717,0.000861717,0.000857153,0.000855594,0.00072573,0.000725008,0.000725008,0.000724559,0.000722471,0.000722189,0.000721555,0.000716009,0.000715248,0.000713892,0.000712712,0.000711983,0.00060794,0.000606211,0.000606211,0.000606211,0.000605586,0.00060453,0.000604672,0.00060393,0.000603741,0.000602888,0.000601889,0.000600658,0.000598538,0.000596933,0.000595896,0.00059513,0.000592365,0.000593046,0.000591887,0.000509858,0.000508831,0.000505759,0.000505073,0.000505252,0.000505083,0.00050451,0.000504787,0.000503718,0.000503123,0.000502937,0.000501926,0.000500925,0.000500913,0.000499406,0.00049953,0.000498388,0.000498158,0.000497963,0.000497963,0.000496885,0.000495509,0.000422101,0.000492115,0.000492408,0.000421471,0.000421189,0.000421048,0.000421098,0.000420072,0.000419878,0.000418618,0.000417992,0.000418092,0.000416509,0.000416305,0.000415322,0.000414382,0.000414245,0.000414243,0.000413901,0.000413725,0.000350135,0.000410245,0.000346898,0.000346597,0.000346369,0.000345253,0.000294459,0.000291917,0.000291492,0.000340634,0.000340827,0.000290213,0.00028843,0.000288258,0.000287072,0.000244376,0.000286562,0.000286625,0.000286039,0.00024243,0.000283293,0.000240358,0.000203807,0.000203448,0.000237891,0.000202183,0.000200801,0.00019997,0.000168496,0.000198124,0.00019748,0.000166989,0.00016695,0.000165592,0.000165414,0.000165016,0.00016468,0.000139735,0.000164446,0.000138407,0.000161911,0.000116014,0.000136045,0.000115076,9.76E-05,0.000114449,8.20E-05,8.09E-05,9.46E-05,7.86E-05,6.65E-05,5.54E-05,5.53E-05,5.43E-05,4.54E-05
3,0.905547022,0.001097131,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.00079315,0.001088794,0.000788172,0.000788172,0.000788172,0.00092081,0.000783519,0.000783519,0.000783519,0.001079678,0.000776547,0.000774653,0.000774653,0.000911445,0.000909917,0.000911327,0.000659467,0.000659467,0.000659467,0.000659331,0.000658651,0.000565163,0.000565163,0.000771284,0.000905554,0.00056093,0.00056093,0.00056093,0.00056093,0.00056093,0.000906133,0.000906156,0.000653841,0.000559454,0.000767432,0.000559113,0.000559009,0.000650268,0.000649865,0.000646127,0.000548451,0.000470193,0.000470193,0.000546985,0.000642988,0.000548087,0.000548087,0.000548087,0.000546036,0.000641744,0.000465654,0.000545517,0.000545797,0.000639271,0.000755405,0.000754761,0.000541303,0.000752934,0.000634569,0.000392182,0.000633767,0.000537071,0.000391688,0.000456832,0.000456281,0.000455581,0.00045462,0.000455496,0.000453893,0.000386266,0.000533758,0.000532778,0.00053378,0.000532943,0.000629626,0.000452216,0.000330481,0.000532633,0.000384599,0.000450408,0.000530284,0.000448598,0.000449043,0.000449043,0.000626796,0.000448635,0.000326148,0.000382094,0.000381505,0.000528729,0.000528337,0.000526846,0.000378757,0.000526216,0.000378857,0.000526477,0.000527062,0.000622723,0.00044375,0.000524625,0.000374534,0.000520998,0.000317681,0.000737553,0.000521547,0.00044008,0.000269637,0.000438759,0.000519093,0.000369599,0.000312337,0.000735811,0.00051748,0.00043342,0.000365735,0.000310412,0.000433182,0.000363128,0.000259511,0.000220112,0.000362541,0.000187015,0.000304595,0.000360461,0.000609385,0.000256376,0.000359291,0.00021589,0.000607623,0.000253328,0.000607151,0.000357227,0.000356053,0.00029889,0.00072588,0.000421933,0.000353221,0.000210134,0.000210009,0.000207366,0.00034963,0.000206271,0.000418023,0.000123538,0.000104621,0.000204933,0.000203709,0.000169741,0.000287936,8.40E-05,7.03E-05,5.05E-05,9.73E-05,8.13E-05
4,0.901798329,0.00125827,0.001076308,0.001076308,0.001076308,0.001074682,0.001074682,0.001058758,0.001055804,0.001054259,0.001039368,0.000894286,0.000893143,0.000893143,0.000893047,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000771737,0.000883491,0.00076237,0.00076237,0.00076237,0.000760801,0.000760801,0.000760801,0.000760801,0.000760801,0.00075897,0.000879844,0.000758559,0.000758449,0.00075402,0.000754161,0.000752667,0.000752667,0.000744333,0.000641594,0.000641594,0.000641594,0.000641144,0.000640878,0.000739919,0.000632672,0.000632324,0.000735748,0.000631501,0.000732551,0.000625357,0.000623925,0.000622285,0.000622101,0.000533222,0.000621639,0.000622127,0.000620783,0.000532161,0.00062101,0.000533046,0.000533046,0.000533046,0.000620078,0.000619877,0.0005321,0.000726121,0.000619174,0.000530499,0.000530221,0.000617023,0.000529458,0.000616874,0.000615133,0.000615549,0.000723765,0.000614993,0.000523837,0.000613731,0.000722362,0.000521525,0.000521783,0.000610601,0.000444966,0.000443868,0.000519388,0.000518629,0.000517626,0.000518581,0.000517508,0.000517841,0.000517794,0.000516251,0.000516014,0.000514346,0.000513421,0.000603839,0.0004368,0.000436942,0.000436942,0.000510533,0.000370499,0.000430972,0.000430433,0.000600526,0.000430456,0.000506359,0.000365861,0.000597622,0.00036447,0.000364366,0.000428003,0.000364168,0.000426382,0.000425546,0.000501063,0.000358227,0.000359145,0.000357186,0.000499306,0.0004984,0.000355501,0.000354581,0.000354097,0.000299416,0.000352451,0.000298386,0.000252374,0.000350374,0.000296083,0.00034822,0.000249278,0.00029388,0.000411128,0.000411513,0.000345639,0.000291777,0.000246445,0.00041021,0.000287577,0.000174568,0.000287682,0.000341225,0.000286575,0.000241569,0.000203049,0.000200905,0.000142576,0.000168075,0.000141834,0.000198958,0.000120063,0.000198763,0.000139724,0.000116836,0.000136734,0.000114898,0.000135676,6.81E-05,9.45E-05,7.88E-05
5,0.902814143,0.001631716,0.001379264,0.001623277,0.001169293,0.001169293,0.001169293,0.001169293,0.001169293,0.001144116,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000838715,0.000832633,0.000832633,0.000832633,0.000831289,0.000831289,0.001139607,0.000829877,0.000829877,0.000829877,0.00082711,0.000826242,0.000825809,0.000814888,0.00069718,0.00069718,0.00069718,0.000696775,0.000696637,0.000811947,0.000812573,0.000810285,0.000691807,0.000690705,0.000690624,0.000690624,0.000688508,0.000688316,0.001347522,0.000585466,0.000585332,0.000584783,0.000584783,0.000682755,0.000680736,0.000679582,0.000579391,0.00067734,0.000578265,0.000677249,0.000577762,0.000577762,0.000577762,0.001128218,0.000577349,0.000796979,0.000576819,0.000574525,0.000573695,0.00057263,0.000486642,0.000486339,0.000568437,0.000482211,0.000481364,0.000481724,0.000481559,0.000480998,0.000481048,0.00048023,0.000563746,0.000479382,0.000480631,0.000478592,0.000478993,0.000477327,0.000475359,0.00047618,0.000405173,0.000404264,0.000474732,0.000474522,0.000474522,0.000559093,0.000402541,0.001119605,0.000402017,0.000660972,0.000401605,0.000401601,0.00040158,0.000560541,0.000401373,0.000556537,0.000401344,0.000659841,0.000399016,0.000340365,0.000399643,0.000398713,0.000338648,0.000337252,0.000395928,0.000394073,0.000334334,0.000334496,0.000333535,0.000283069,0.000282757,0.000547794,0.000330846,0.000389111,0.000281797,0.000278574,0.000278502,0.000327308,0.000386393,0.000324698,0.00032428,0.000383457,0.000383652,0.000231997,0.00027267,0.000196807,0.000196262,0.00027012,0.000269647,0.000162772,0.000191571,0.000225178,0.000315218,0.000265853,0.000223491,0.000188221,0.000263338,0.000221788,0.000158374,0.000220277,0.000113752,0.000113587,0.0001321,0.000312635,8.05E-05,0.000110494,0.000129686,9.31E-05,0.000152905,0.000108784,0.000215023,0.000126889,0.000256992,5.42E-05,5.29E-05,5.27E-05,5.18E-05,4.34E-05
6,0.901620311,0.001370826,0.001370826,0.001370826,0.001137285,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000979404,0.000971808,0.000971808,0.000971808,0.000970671,0.000970671,0.000967594,0.000967594,0.000967594,0.000967594,0.000967594,0.000965278,0.000964819,0.000964728,0.000958599,0.000958599,0.000814083,0.000814083,0.000814083,0.000813756,0.000812878,0.000807352,0.000806423,0.000806423,0.000805998,0.000803077,0.000795915,0.00079292,0.000792066,0.000682751,0.000682472,0.000675962,0.000676628,0.000675229,0.000673864,0.000673864,0.000673864,0.000673562,0.00067243,0.000672448,0.000671532,0.000671688,0.000670579,0.000669461,0.000668268,0.000666162,0.000663762,0.000567161,0.000566527,0.000565398,0.000564804,0.000657186,0.000562247,0.000561317,0.000561634,0.000561388,0.000560816,0.000560875,0.000560065,0.000559479,0.000559339,0.000558201,0.00055714,0.000557045,0.000555711,0.000554171,0.000554087,0.000554087,0.000472297,0.000471578,0.000550966,0.000468957,0.000468611,0.000468284,0.00046886,0.000467921,0.000468528,0.000467843,0.00046778,0.000466699,0.000465375,0.000464883,0.000464565,0.000397076,0.000396145,0.000463168,0.000463217,0.00046192,0.000394629,0.000461026,0.000457903,0.000389722,0.000389819,0.000388744,0.000455096,0.000329583,0.000328999,0.000329067,0.000385658,0.000385413,0.000328999,0.000453679,0.000385499,0.000384113,0.000451295,0.000324852,0.000323728,0.000379304,0.000321024,0.000271406,0.000318843,0.000270176,0.000318141,0.000269247,0.000316298,0.000228798,0.000228272,0.000267543,0.000225993,0.000224866,0.000224296,0.00022304,0.000189503,0.000222633,0.00018716,0.00021939,0.000158012,0.000185531,0.000185343,0.000217155,0.000183846,0.000132446,0.000182953,0.000182727,0.000131819,0.000110818,0.000128573,9.31E-05,0.000127935,0.00010845,0.000108167,0.000127136,9.08E-05,8.97E-05,0.000105184,8.72E-05,7.39E-05,6.15E-05,6.13E-05,6.03E-05,5.04E-05
7,0.902009665,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001017966,0.001173562,0.001009312,0.001009312,0.001168334,0.00099891,0.000997766,0.000997766,0.000992782,0.000992782,0.000992782,0.000988808,0.000846385,0.000846385,0.000846385,0.000845723,0.000844893,0.000838519,0.000838519,0.000977018,0.000720222,0.000720222,0.000720222,0.000717287,0.000717287,0.000717287,0.000715737,0.000715737,0.000715737,0.000715737,0.000715737,0.000714063,0.000713722,0.000713649,0.000827504,0.000709552,0.000824399,0.000969045,0.000703466,0.000702022,0.000699443,0.000598774,0.00059829,0.000595281,0.000594931,0.000594043,0.000689614,0.000589219,0.000588676,0.000588115,0.000587411,0.000811404,0.000688221,0.000688202,0.000686862,0.000686875,0.000686822,0.000503122,0.000585139,0.000584454,0.00058485,0.000584848,0.000500422,0.000499334,0.000498351,0.000581864,0.000499122,0.000683527,0.000497263,0.000496001,0.000579222,0.000579115,0.000492766,0.00057722,0.000576825,0.000679389,0.000678858,0.000491618,0.000575537,0.000419437,0.000573608,0.000418713,0.00041777,0.000486936,0.000486529,0.000416258,0.000415455,0.000484652,0.000412145,0.000410845,0.000410845,0.000478676,0.000347979,0.000347453,0.000346319,0.000404908,0.00040495,0.000344145,0.000343746,0.000475265,0.000343555,0.000474722,0.000341593,0.000339435,0.000287135,0.00028689,0.000285843,0.000285422,0.000242491,0.000333212,0.000282268,0.000332486,0.000239869,0.000332303,0.000281313,0.000280675,0.00023823,0.000280238,0.000237239,0.000236277,0.000328542,0.000234869,0.000235024,0.000326154,0.000198567,0.000234248,0.000275829,0.00032356,0.000165271,0.000194834,0.000228628,0.000192718,0.000139131,0.0001916,0.000268747,0.000226511,0.000319519,0.000190786,0.000137091,0.000190223,0.000266862,0.000222972,0.000223049,0.000133531,9.56E-05,0.000186234,9.51E-05,9.36E-05,7.87E-05,0.000128061,7.64E-05,0.000181063,6.40E-05,6.27E-05,3.78E-05
8,0.901441642,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001225816,0.001018899,0.001018899,0.001018899,0.001018238,0.000863003,0.000863003,0.000863003,0.000862129,0.000862129,0.000860188,0.000860188,0.000860188,0.000858884,0.000858884,0.000858884,0.000858884,0.000858884,0.000856849,0.000856428,0.000856347,0.000851811,0.000851538,0.00085126,0.00085126,0.000846651,0.000845111,0.000716977,0.000716339,0.000716339,0.000715887,0.000713735,0.000713456,0.000712851,0.000707341,0.000706687,0.000705327,0.000704009,0.000703265,0.000695729,0.000600774,0.000598947,0.000598947,0.000598947,0.000598388,0.000597371,0.00059754,0.000596728,0.00059657,0.000595684,0.000594719,0.000593519,0.000591318,0.000589752,0.000588697,0.000588,0.000503912,0.000502959,0.000585207,0.000585804,0.000584856,0.000499837,0.000499185,0.000499206,0.000499025,0.000498553,0.000498854,0.000497762,0.000497162,0.000497007,0.00049605,0.000494942,0.000493499,0.000493505,0.000492451,0.000492195,0.000491968,0.000491968,0.00049098,0.000489569,0.000417066,0.000416494,0.000416298,0.000416116,0.000416114,0.00048613,0.00048644,0.00041508,0.000414986,0.000413672,0.000413157,0.000413114,0.000411599,0.000411585,0.000480681,0.000410377,0.000409467,0.000409493,0.000409338,0.000408942,0.000408897,0.000346005,0.000405274,0.000342788,0.00034244,0.000341337,0.000291117,0.000288529,0.000288104,0.000287035,0.000336598,0.00033671,0.000285322,0.000284861,0.000394579,0.000241689,0.000283724,0.000283206,0.000283368,0.000332658,0.00028261,0.000239747,0.000201552,0.000201233,0.000235099,0.000200003,0.000198461,0.000197837,0.000166684,0.000195846,0.000195151,0.000165073,0.000165092,0.00022854,0.000163741,0.000163511,0.000138165,0.000162783,0.000162546,0.000191073,0.000160001,0.000114688,0.000158903,0.000134457,9.65E-05,0.000113133,8.12E-05,0.000111088,9.35E-05,0.000108755,6.59E-05,5.48E-05,5.47E-05,5.37E-05,4.49E-05
9,0.90133002,0.00133002,0.00133002,0.00110492,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000948198,0.000939841,0.000939841,0.000937804,0.000937804,0.000937804,0.000936656,0.000936656,0.000936656,0.000936656,0.000936656,0.000934458,0.000934013,0.000933925,0.000929019,0.000928976,0.000922669,0.000920173,0.000919108,0.000918121,0.000788144,0.000788144,0.000788144,0.000787695,0.000787003,0.000780977,0.000780977,0.000780765,0.000778064,0.000777832,0.0007774,0.000771605,0.000771252,0.000770295,0.000767122,0.000766842,0.000766306,0.000764062,0.000760483,0.000660373,0.000660373,0.000654959,0.000653714,0.000653172,0.000653172,0.000653172,0.000651464,0.00065054,0.000649751,0.000648475,0.000647286,0.000644862,0.000642925,0.000639247,0.000636569,0.000548785,0.000636352,0.000547266,0.000545514,0.000544653,0.000544048,0.000543889,0.000543393,0.000632921,0.000543116,0.000542045,0.000540923,0.000539535,0.000539608,0.000536885,0.000536695,0.000536625,0.000536625,0.000457636,0.000456935,0.000530292,0.000454034,0.000530237,0.000454275,0.000454061,0.000453656,0.000453842,0.000453604,0.000453488,0.000451327,0.000450596,0.000450269,0.000526683,0.000385222,0.000448656,0.000447507,0.000382733,0.000446515,0.000445809,0.00038093,0.000443939,0.000376975,0.000441202,0.000319563,0.000373603,0.000319112,0.000319066,0.000373246,0.000372156,0.000314815,0.000434948,0.000313977,0.000367297,0.00031268,0.000310925,0.000310472,0.000309516,0.000263392,0.000308941,0.000261948,0.000261297,0.000306826,0.000221625,0.000259059,0.000219313,0.000303672,0.000218176,0.000217702,0.000183913,0.000215553,0.000252585,0.000252223,0.000181667,0.000213474,0.000212721,0.000250667,0.000178564,0.000177759,0.000177293,0.000150504,0.00017738,0.00014914,0.000174664,0.000124853,0.000173228,0.000124037,0.000105341,0.000105039,8.83E-05,8.72E-05,0.000102093,8.47E-05,7.17E-05,8.34E-05,5.96E-05,8.23E-05,6.87E-05
